/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:12<00:00,  4.19s/it]
RANK-0 training started !
/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:04<00:00,  1.66s/it]
  0%|                                                                                                                                                                                                 | 0/16 [00:00<?, ?it/s]/pfs/rl-train/wenhaoli/spotlight/train.py:344: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  length = torch.tensor(length, dtype=torch.int64, device=local_rank)
100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 16/16 [01:16<00:00,  4.79s/it]
layer:     0 | step:     0 | loss: 8.737 | thresh: 0.000 | tacc: 0.634 | oacc: 0.577
layer:     0 | step:     1 | loss: 8.779 | thresh: 0.000 | tacc: 0.631 | oacc: 0.577
layer:     0 | step:     2 | loss: 8.765 | thresh: 0.000 | tacc: 0.630 | oacc: 0.576
layer:     0 | step:     3 | loss: 8.754 | thresh: 0.000 | tacc: 0.631 | oacc: 0.577
layer:     0 | step:     4 | loss: 8.740 | thresh: 0.000 | tacc: 0.632 | oacc: 0.578
layer:     0 | step:     5 | loss: 8.753 | thresh: 0.000 | tacc: 0.632 | oacc: 0.577
layer:     0 | step:     6 | loss: 8.780 | thresh: 0.000 | tacc: 0.631 | oacc: 0.576
layer:     0 | step:     7 | loss: 8.739 | thresh: 0.000 | tacc: 0.631 | oacc: 0.575
layer:     0 | step:     8 | loss: 8.710 | thresh: 0.001 | tacc: 0.634 | oacc: 0.578
layer:     0 | step:     9 | loss: 8.763 | thresh: 0.023 | tacc: 0.628 | oacc: 0.574
layer:     0 | step:    10 | loss: 8.626 | thresh: 0.080 | tacc: 0.627 | oacc: 0.573
layer:     0 | step:    11 | loss: 8.657 | thresh: 0.199 | tacc: 0.632 | oacc: 0.576
layer:     0 | step:    12 | loss: 8.640 | thresh: 0.291 | tacc: 0.627 | oacc: 0.573
layer:     0 | step:    13 | loss: 8.671 | thresh: 0.357 | tacc: 0.628 | oacc: 0.574
layer:     0 | step:    14 | loss: 8.623 | thresh: 0.400 | tacc: 0.630 | oacc: 0.574
layer:     0 | step:    15 | loss: 8.629 | thresh: 0.441 | tacc: 0.627 | oacc: 0.572
layer:     0 | step:    16 | loss: 8.590 | thresh: 0.484 | tacc: 0.628 | oacc: 0.574
layer:     0 | step:    17 | loss: 8.574 | thresh: 0.539 | tacc: 0.626 | oacc: 0.572
layer:     0 | step:    18 | loss: 8.504 | thresh: 0.609 | tacc: 0.623 | oacc: 0.568
layer:     0 | step:    19 | loss: 8.547 | thresh: 0.676 | tacc: 0.627 | oacc: 0.573
layer:     0 | step:    20 | loss: 8.470 | thresh: 0.750 | tacc: 0.630 | oacc: 0.573
layer:     0 | step:    21 | loss: 8.447 | thresh: 0.828 | tacc: 0.627 | oacc: 0.571
layer:     0 | step:    22 | loss: 8.423 | thresh: 0.902 | tacc: 0.622 | oacc: 0.566
layer:     0 | step:    23 | loss: 8.366 | thresh: 0.988 | tacc: 0.620 | oacc: 0.563
layer:     0 | step:    24 | loss: 8.351 | thresh: 1.078 | tacc: 0.617 | oacc: 0.561
layer:     0 | step:    25 | loss: 8.337 | thresh: 1.164 | tacc: 0.614 | oacc: 0.558
layer:     0 | step:    26 | loss: 8.270 | thresh: 1.258 | tacc: 0.609 | oacc: 0.552
layer:     0 | step:    27 | loss: 8.266 | thresh: 1.328 | tacc: 0.606 | oacc: 0.547
layer:     0 | step:    28 | loss: 8.298 | thresh: 1.445 | tacc: 0.599 | oacc: 0.543
