/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:12<00:00,  4.19s/it]
RANK-0 training started !
/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:05<00:00,  1.67s/it]
  0%|                                                                                                                                | 0/16 [00:00<?, ?it/s]/pfs/rl-train/wenhaoli/spotlight/train.py:316: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  length = torch.tensor(length, dtype=torch.int64, device=local_rank)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 16/16 [01:15<00:00,  4.71s/it]
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] Graph break from `Tensor.item()`, consider setting:
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     torch._dynamo.config.capture_scalar_outputs = True
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] or:
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     env TORCHDYNAMO_CAPTURE_SCALAR_OUTPUTS=1
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] to include these operations in the captured graph.
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] Graph break: from user code at:
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]   File "/pfs/rl-train/wenhaoli/spotlight/train.py", line 92, in compute_attn_supervise_loss
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     sparsity = (is_top.sum(-1) / is_top.shape[-1]).float().mean().item() / 2
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
[rank0]:W1224 02:40:36.080000 4164143 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
layer:     0 | step:     0 | loss: 266.782 | sparse: 0.022 | tacc: 0.521 | oacc: 0.464
layer:     0 | step:     1 | loss: 263.753 | sparse: 0.023 | tacc: 0.526 | oacc: 0.466
layer:     0 | step:     2 | loss: 260.743 | sparse: 0.023 | tacc: 0.530 | oacc: 0.465
layer:     0 | step:     3 | loss: 258.073 | sparse: 0.023 | tacc: 0.535 | oacc: 0.467
layer:     0 | step:     4 | loss: 258.063 | sparse: 0.024 | tacc: 0.534 | oacc: 0.465
layer:     0 | step:     5 | loss: 256.154 | sparse: 0.021 | tacc: 0.536 | oacc: 0.467
layer:     0 | step:     6 | loss: 253.403 | sparse: 0.023 | tacc: 0.541 | oacc: 0.467
layer:     0 | step:     7 | loss: 251.728 | sparse: 0.024 | tacc: 0.549 | oacc: 0.472
[rank0]:W1224 02:41:06.668000 4164143 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] torch._dynamo hit config.recompile_limit (8)
[rank0]:W1224 02:41:06.668000 4164143 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8]    function: 'torch_dynamo_resume_in_compute_attn_supervise_loss_at_92' (/pfs/rl-train/wenhaoli/spotlight/train.py:92)
[rank0]:W1224 02:41:06.668000 4164143 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8]    last reason: 1/7: ___as_tensor(___stack0).item() == 0.04749093949794769  # (unknown source ___as_tensor(___stack0).item(), please file a bug)
[rank0]:W1224 02:41:06.668000 4164143 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
[rank0]:W1224 02:41:06.668000 4164143 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html.
layer:     0 | step:     8 | loss: 251.393 | sparse: 0.023 | tacc: 0.545 | oacc: 0.469
layer:     0 | step:     9 | loss: 251.795 | sparse: 0.024 | tacc: 0.545 | oacc: 0.471
layer:     0 | step:    10 | loss: 248.564 | sparse: 0.023 | tacc: 0.551 | oacc: 0.473
layer:     0 | step:    11 | loss: 247.358 | sparse: 0.025 | tacc: 0.557 | oacc: 0.474
layer:     0 | step:    12 | loss: 247.720 | sparse: 0.025 | tacc: 0.552 | oacc: 0.473
layer:     0 | step:    13 | loss: 244.410 | sparse: 0.025 | tacc: 0.555 | oacc: 0.472
layer:     0 | step:    14 | loss: 245.063 | sparse: 0.023 | tacc: 0.559 | oacc: 0.477
layer:     0 | step:    15 | loss: 242.535 | sparse: 0.021 | tacc: 0.564 | oacc: 0.476
layer:     0 | step:    16 | loss: 242.209 | sparse: 0.026 | tacc: 0.562 | oacc: 0.474
layer:     0 | step:    17 | loss: 241.954 | sparse: 0.024 | tacc: 0.565 | oacc: 0.478
layer:     0 | step:    18 | loss: 239.596 | sparse: 0.022 | tacc: 0.567 | oacc: 0.476
layer:     0 | step:    19 | loss: 240.854 | sparse: 0.023 | tacc: 0.567 | oacc: 0.479
layer:     0 | step:    20 | loss: 238.980 | sparse: 0.025 | tacc: 0.570 | oacc: 0.479
layer:     0 | step:    21 | loss: 238.147 | sparse: 0.024 | tacc: 0.569 | oacc: 0.474
layer:     0 | step:    22 | loss: 237.787 | sparse: 0.023 | tacc: 0.571 | oacc: 0.478
layer:     0 | step:    23 | loss: 236.559 | sparse: 0.023 | tacc: 0.571 | oacc: 0.478
layer:     0 | step:    24 | loss: 234.960 | sparse: 0.023 | tacc: 0.572 | oacc: 0.476
layer:     0 | step:    25 | loss: 235.305 | sparse: 0.023 | tacc: 0.575 | oacc: 0.478
layer:     0 | step:    26 | loss: 236.190 | sparse: 0.024 | tacc: 0.573 | oacc: 0.477
layer:     0 | step:    27 | loss: 233.458 | sparse: 0.022 | tacc: 0.577 | oacc: 0.479
layer:     0 | step:    28 | loss: 233.045 | sparse: 0.023 | tacc: 0.576 | oacc: 0.476
layer:     0 | step:    29 | loss: 232.460 | sparse: 0.022 | tacc: 0.579 | oacc: 0.475
layer:     0 | step:    30 | loss: 231.636 | sparse: 0.023 | tacc: 0.579 | oacc: 0.476
layer:     0 | step:    31 | loss: 231.622 | sparse: 0.023 | tacc: 0.579 | oacc: 0.477
layer:     0 | step:    32 | loss: 230.590 | sparse: 0.023 | tacc: 0.577 | oacc: 0.476
layer:     0 | step:    33 | loss: 229.148 | sparse: 0.024 | tacc: 0.583 | oacc: 0.473
layer:     0 | step:    34 | loss: 229.554 | sparse: 0.024 | tacc: 0.585 | oacc: 0.478
layer:     0 | step:    35 | loss: 228.201 | sparse: 0.023 | tacc: 0.582 | oacc: 0.474
layer:     0 | step:    36 | loss: 228.371 | sparse: 0.023 | tacc: 0.584 | oacc: 0.474
layer:     0 | step:    37 | loss: 228.824 | sparse: 0.023 | tacc: 0.584 | oacc: 0.475
layer:     0 | step:    38 | loss: 226.409 | sparse: 0.023 | tacc: 0.588 | oacc: 0.473
layer:     0 | step:    39 | loss: 225.987 | sparse: 0.024 | tacc: 0.589 | oacc: 0.474
layer:     0 | step:    40 | loss: 227.059 | sparse: 0.024 | tacc: 0.584 | oacc: 0.474
layer:     0 | step:    41 | loss: 225.741 | sparse: 0.023 | tacc: 0.587 | oacc: 0.475
layer:     0 | step:    42 | loss: 225.177 | sparse: 0.022 | tacc: 0.590 | oacc: 0.475
layer:     0 | step:    43 | loss: 224.489 | sparse: 0.023 | tacc: 0.587 | oacc: 0.472
layer:     0 | step:    44 | loss: 224.872 | sparse: 0.024 | tacc: 0.588 | oacc: 0.475
layer:     0 | step:    45 | loss: 223.735 | sparse: 0.023 | tacc: 0.592 | oacc: 0.475
layer:     0 | step:    46 | loss: 223.646 | sparse: 0.022 | tacc: 0.589 | oacc: 0.472
layer:     0 | step:    47 | loss: 224.035 | sparse: 0.023 | tacc: 0.591 | oacc: 0.472
layer:     0 | step:    48 | loss: 221.827 | sparse: 0.024 | tacc: 0.592 | oacc: 0.469
layer:     0 | step:    49 | loss: 223.129 | sparse: 0.024 | tacc: 0.591 | oacc: 0.472
layer:     0 | step:    50 | loss: 221.692 | sparse: 0.023 | tacc: 0.592 | oacc: 0.466
layer:     0 | step:    51 | loss: 222.020 | sparse: 0.023 | tacc: 0.592 | oacc: 0.472
layer:     0 | step:    52 | loss: 221.771 | sparse: 0.023 | tacc: 0.592 | oacc: 0.471
layer:     0 | step:    53 | loss: 220.488 | sparse: 0.024 | tacc: 0.593 | oacc: 0.469
layer:     0 | step:    54 | loss: 220.794 | sparse: 0.024 | tacc: 0.594 | oacc: 0.469
layer:     0 | step:    55 | loss: 218.452 | sparse: 0.026 | tacc: 0.600 | oacc: 0.463
layer:     0 | step:    56 | loss: 220.277 | sparse: 0.023 | tacc: 0.594 | oacc: 0.469
layer:     0 | step:    57 | loss: 219.994 | sparse: 0.024 | tacc: 0.594 | oacc: 0.468
layer:     0 | step:    58 | loss: 218.437 | sparse: 0.023 | tacc: 0.594 | oacc: 0.466
layer:     0 | step:    59 | loss: 218.286 | sparse: 0.025 | tacc: 0.597 | oacc: 0.467
layer:     0 | step:    60 | loss: 217.383 | sparse: 0.023 | tacc: 0.597 | oacc: 0.465
layer:     0 | step:    61 | loss: 217.966 | sparse: 0.024 | tacc: 0.597 | oacc: 0.466
layer:     0 | step:    62 | loss: 217.610 | sparse: 0.024 | tacc: 0.595 | oacc: 0.464
