/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:13<00:00,  4.38s/it]
RANK-0 training started !
/pfs/rl-train/wenhaoli/miniconda3/envs/mirorl-v2-copy/lib/python3.12/site-packages/torch/distributed/distributed_c10d.py:4807: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user.
  warnings.warn(  # warn only once
Loading checkpoint shards: 100%|██████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:04<00:00,  1.66s/it]
  0%|                                                                                                                                | 0/16 [00:00<?, ?it/s]/pfs/rl-train/wenhaoli/spotlight/train.py:319: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  length = torch.tensor(length, dtype=torch.int64, device=local_rank)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 16/16 [01:15<00:00,  4.71s/it]
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] Graph break from `Tensor.item()`, consider setting:
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     torch._dynamo.config.capture_scalar_outputs = True
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] or:
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     env TORCHDYNAMO_CAPTURE_SCALAR_OUTPUTS=1
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] to include these operations in the captured graph.
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0] Graph break: from user code at:
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]   File "/pfs/rl-train/wenhaoli/spotlight/train.py", line 92, in compute_attn_supervise_loss
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]     sparsity = (is_top.sum(-1) / is_top.shape[-1]).float().mean().item() / 2
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
[rank0]:W1224 15:28:48.555000 203003 site-packages/torch/_dynamo/variables/tensor.py:1047] [0/0]
layer:     0 | step:     0 | loss: 1476.427 | sparse: 0.022 | pred_sparse: 0.462 | tacc: 0.520 | oacc: 0.461
layer:     0 | step:     1 | loss: 1456.952 | sparse: 0.023 | pred_sparse: 0.453 | tacc: 0.513 | oacc: 0.452
layer:     0 | step:     2 | loss: 1430.111 | sparse: 0.023 | pred_sparse: 0.446 | tacc: 0.503 | oacc: 0.445
layer:     0 | step:     3 | loss: 1409.329 | sparse: 0.024 | pred_sparse: 0.439 | tacc: 0.495 | oacc: 0.437
layer:     0 | step:     4 | loss: 1376.200 | sparse: 0.024 | pred_sparse: 0.428 | tacc: 0.486 | oacc: 0.426
layer:     0 | step:     5 | loss: 1350.374 | sparse: 0.021 | pred_sparse: 0.419 | tacc: 0.478 | oacc: 0.417
layer:     0 | step:     6 | loss: 1331.689 | sparse: 0.023 | pred_sparse: 0.412 | tacc: 0.468 | oacc: 0.410
layer:     0 | step:     7 | loss: 1307.346 | sparse: 0.023 | pred_sparse: 0.403 | tacc: 0.459 | oacc: 0.401
[rank0]:W1224 15:29:15.400000 203003 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] torch._dynamo hit config.recompile_limit (8)
[rank0]:W1224 15:29:15.400000 203003 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8]    function: 'torch_dynamo_resume_in_compute_attn_supervise_loss_at_92' (/pfs/rl-train/wenhaoli/spotlight/train.py:92)
[rank0]:W1224 15:29:15.400000 203003 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8]    last reason: 1/7: ___as_tensor(___stack0).item() == 0.046877145767211914  # (unknown source ___as_tensor(___stack0).item(), please file a bug)
[rank0]:W1224 15:29:15.400000 203003 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] To log all recompilation reasons, use TORCH_LOGS="recompiles".
[rank0]:W1224 15:29:15.400000 203003 site-packages/torch/_dynamo/convert_frame.py:1016] [1/8] To diagnose recompilation issues, see https://pytorch.org/docs/main/torch.compiler_troubleshooting.html.
layer:     0 | step:     8 | loss: 1295.292 | sparse: 0.023 | pred_sparse: 0.399 | tacc: 0.455 | oacc: 0.398
layer:     0 | step:     9 | loss: 1292.937 | sparse: 0.025 | pred_sparse: 0.400 | tacc: 0.457 | oacc: 0.398
layer:     0 | step:    10 | loss: 1251.546 | sparse: 0.024 | pred_sparse: 0.381 | tacc: 0.440 | oacc: 0.380
layer:     0 | step:    11 | loss: 1233.067 | sparse: 0.025 | pred_sparse: 0.375 | tacc: 0.433 | oacc: 0.374
layer:     0 | step:    12 | loss: 1211.846 | sparse: 0.023 | pred_sparse: 0.366 | tacc: 0.423 | oacc: 0.364
layer:     0 | step:    13 | loss: 1196.667 | sparse: 0.023 | pred_sparse: 0.359 | tacc: 0.414 | oacc: 0.358
layer:     0 | step:    14 | loss: 1183.748 | sparse: 0.024 | pred_sparse: 0.353 | tacc: 0.411 | oacc: 0.351
